txn_date,bank,type,total,success
2025-12-29,"FULTON BANK, NATIONAL ASSOCIATION",token_trans,1,1
2025-12-29,GENERATIONS UNITED FEDERAL CREDIT UNION,token_trans,1,0
2025-12-29,GLOBAL FEDERAL CREDIT UNION,first_trans,1,1
2025-12-29,GOLDEN PACIFIC BANK,first_trans,1,1
2025-12-29,GOLDEN PACIFIC BANK,subscription_trans,2,0
2025-12-29,GOLDEN PACIFIC BANK,token_trans,6,6
2025-12-29,GOLDMAN SACHS BANK USA,first_trans,1,1
2025-12-29,GOLDMAN SACHS BANK USA,other_trans,9,9
2025-12-29,GOLDMAN SACHS BANK USA,subscription_trans,7,2
2025-12-29,GOLDMAN SACHS BANK USA,token_trans,2,2
2025-12-29,GREEN DOT BANK,subscription_trans,1,0
2025-12-29,GREEN DOT BANK DBA BONNEVILLE BANK,first_trans,3,3
2025-12-29,GREEN DOT BANK DBA BONNEVILLE BANK,other_trans,2,2
2025-12-29,GREEN DOT BANK DBA BONNEVILLE BANK,subscription_trans,3,0
2025-12-29,HOLY ROSARY CREDIT UNION,first_trans,1,1
2025-12-29,HUNTINGTON NATIONAL BANK,subscription_trans,1,0
2025-12-29,HUNTINGTON NATIONAL BANK,token_trans,2,2
2025-12-29,INDEPENDENT BANK,token_trans,4,4
2025-12-29,JACK HENRY & ASSOCIATES,other_trans,4,1
2025-12-29,JACK HENRY & ASSOCIATES,subscription_trans,1,1
2025-12-29,JACK HENRY & ASSOCIATES,token_trans,7,7
2025-12-29,JPMORGAN CHASE BANK N.A.,first_trans,3,3
2025-12-29,JPMORGAN CHASE BANK N.A.,subscription_trans,10,7
2025-12-29,JPMORGAN CHASE BANK N.A.,token_trans,73,72
2025-12-29,JPMORGAN CHASE BANK N.A. - DEBIT,first_trans,4,3
2025-12-29,JPMORGAN CHASE BANK N.A. - DEBIT,subscription_trans,8,4
2025-12-29,JPMORGAN CHASE BANK N.A. - DEBIT,token_trans,19,19
2025-12-29,KEESLER FEDERAL CREDIT UNION,first_trans,1,1
2025-12-29,KEYBANK NATIONAL ASSOCIATION,first_trans,8,0
2025-12-29,KEYBANK NATIONAL ASSOCIATION,token_trans,6,6
2025-12-29,L.A. HEALTHCARE FEDERAL CREDIT UNION,other_trans,1,1
2025-12-29,LAKE MICHIGAN CREDIT UNION,subscription_trans,3,1
2025-12-29,"LEADER BANK, NATIONAL ASSOCIATION",token_trans,3,2
2025-12-29,LIBERTY BANK,token_trans,1,1
2025-12-29,M&T BANK,first_trans,1,1
2025-12-29,M&T BANK,subscription_trans,3,1
2025-12-29,MAC FEDERAL CREDIT UNION,first_trans,1,1
2025-12-29,MAC FEDERAL CREDIT UNION,subscription_trans,1,1
2025-12-29,MCCLAIN BANK,first_trans,2,0
2025-12-29,MECHANICS BANK,token_trans,2,2
2025-12-29,MEMBERS FIRST CREDIT UNION,subscription_trans,1,0
2025-12-29,MERRICK BANK CORPORATION,first_trans,2,0
2025-12-29,MERRICK BANK CORPORATION,other_trans,2,0
2025-12-29,MERRICK BANK CORPORATION,subscription_trans,1,1
2025-12-29,MIDDLE TENNESSEE FEDERAL CREDIT UNION,subscription_trans,1,1
2025-12-29,MIDFLORIDA CREDIT UNION,first_trans,2,0
2025-12-29,NAVY FEDERAL CREDIT UNION,first_trans,1,0
2025-12-29,NAVY FEDERAL CREDIT UNION,subscription_trans,5,3
2025-12-29,NAVY FEDERAL CREDIT UNION,token_trans,3,3
2025-12-29,NBH BANK,token_trans,2,2
2025-12-29,OLD NATIONAL BANK,token_trans,19,0
2025-12-29,"PATHWARD, NATIONAL ASSOCIATION",subscription_trans,2,0
2025-12-29,"PATRIOT BANK, NATIONAL ASSOCIATION",other_trans,1,1
2025-12-29,"PATRIOT BANK, NATIONAL ASSOCIATION",token_trans,1,1
2025-12-29,PENNSYLVANIA STATE EMPLOYEES CREDIT UNION,first_trans,1,1
2025-12-29,PENTAGON FEDERAL CREDIT UNION,token_trans,1,1
2025-12-29,PEOPLES BANK,token_trans,1,0
2025-12-29,PIERMONT BANK,first_trans,1,1
2025-12-29,"PNC BANK, NATIONAL ASSOCIATION",first_trans,1,1
2025-12-29,"PNC BANK, NATIONAL ASSOCIATION",subscription_trans,1,1
2025-12-29,"PNC BANK, NATIONAL ASSOCIATION",token_trans,1,1
2025-12-29,"PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT",subscription_trans,1,1
2025-12-29,"PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT",token_trans,1,1
2025-12-29,PREMIER MEMBERS CREDIT UNION,subscription_trans,1,1
2025-12-29,PSCU INCORPORATED,subscription_trans,1,0
2025-12-29,QNB BANK,subscription_trans,1,0
2025-12-29,RANDOLPH BROOKS FEDERAL CREDIT UNION,token_trans,1,1
2025-12-29,REDSTONE FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-29,RIZE FEDERAL CREDIT UNION,token_trans,2,2
2025-12-29,RKGOBIG LLC,subscription_trans,1,0
2025-12-29,ROCKLAND TRUST COMPANY,token_trans,1,1
2025-12-29,ROYAL BANK,token_trans,1,1
2025-12-29,SCHOOLSFIRST FEDERAL CREDIT UNION,subscription_trans,2,1
2025-12-29,SIMMONS BANK,token_trans,17,14
2025-12-29,SMARTBANK,other_trans,1,1
2025-12-29,STANFORD FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-29,STATE EMPLOYEES' CREDIT UNION,subscription_trans,2,1
2025-12-29,STATE EMPLOYEES' CREDIT UNION,token_trans,8,8
2025-12-29,"STRIDE BANK, NATIONAL ASSOCIATION",first_trans,1,1
2025-12-29,"STRIDE BANK, NATIONAL ASSOCIATION",subscription_trans,1,1
2025-12-29,SUNCOAST CREDIT UNION,subscription_trans,1,0
2025-12-29,SUNCOAST CREDIT UNION,token_trans,4,3
2025-12-29,SUTTON BANK,first_trans,3,0
2025-12-29,SUTTON BANK,other_trans,8,4
2025-12-29,SUTTON BANK,subscription_trans,1,0
2025-12-29,SUTTON BANK,token_trans,2,0
2025-12-29,SYNCHRONY BANK,first_trans,1,1
2025-12-29,SYNCHRONY BANK,token_trans,2,1
2025-12-29,SYNOVUS BANK,token_trans,1,1
2025-12-29,"TD BANK, NATIONAL ASSOCIATION",first_trans,2,0
2025-12-29,"TD BANK, NATIONAL ASSOCIATION",subscription_trans,1,1
2025-12-29,"TD BANK, NATIONAL ASSOCIATION",token_trans,9,8
2025-12-29,TEACHERS FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-29,THE BANCORP BANK NATIONAL ASSOCIATION,first_trans,2,1
2025-12-29,THE BANCORP BANK NATIONAL ASSOCIATION,other_trans,1,1
2025-12-29,THE BANCORP BANK NATIONAL ASSOCIATION,subscription_trans,2,1
2025-12-29,THE BANCORP BANK NATIONAL ASSOCIATION,token_trans,3,3
2025-12-29,"THE BANCORP BANK, NATIONAL ASSOCIATION",first_trans,4,0
2025-12-29,"THE BANCORP BANK, NATIONAL ASSOCIATION",other_trans,2,2
2025-12-29,"THE BANCORP BANK, NATIONAL ASSOCIATION",subscription_trans,2,1
2025-12-29,"THE BANCORP BANK, NATIONAL ASSOCIATION",token_trans,1,1
2025-12-29,THE BANK OF HERRIN,subscription_trans,1,0
2025-12-29,THE GOLDEN 1 CREDIT UNION,first_trans,1,1
2025-12-29,THE GOLDEN 1 CREDIT UNION,subscription_trans,1,1
2025-12-29,THE PARK NATIONAL BANK,other_trans,3,1
2025-12-29,THE SOUTHERN CREDIT UNION,token_trans,12,8
2025-12-29,"TRANSPORTATION ALLIANCE BANK, INC. D/B/A TAB BANK",other_trans,1,1
2025-12-29,TRAVIS CREDIT UNION,token_trans,1,1
2025-12-29,TRUIST BANK,first_trans,1,0
2025-12-29,TRUIST BANK,other_trans,1,0
2025-12-29,TRUIST BANK,subscription_trans,3,0
2025-12-29,TRUIST BANK,token_trans,23,21
2025-12-29,TRUWEST CREDIT UNION,subscription_trans,1,0
2025-12-29,U.S. BANK NATIONAL ASSOCIATION,first_trans,2,0
2025-12-29,U.S. BANK NATIONAL ASSOCIATION,other_trans,4,2
2025-12-29,U.S. BANK NATIONAL ASSOCIATION,subscription_trans,2,2
2025-12-29,U.S. BANK NATIONAL ASSOCIATION,token_trans,13,9
2025-12-29,U.S. BANK NATIONAL ASSOCIATION-CREDIT,first_trans,1,1
2025-12-29,U.S. BANK NATIONAL ASSOCIATION-CREDIT,other_trans,2,2
2025-12-29,U.S. BANK NATIONAL ASSOCIATION-CREDIT,subscription_trans,1,1
2025-12-29,U.S. BANK NATIONAL ASSOCIATION-CREDIT,token_trans,23,16
2025-12-29,USAA FEDERAL SAVINGS BANK,first_trans,1,1
2025-12-29,USAA FEDERAL SAVINGS BANK,other_trans,1,1
2025-12-29,USAA FEDERAL SAVINGS BANK,subscription_trans,3,3
2025-12-29,USAA FEDERAL SAVINGS BANK,token_trans,2,2
2025-12-29,USAA FEDERAL SAVINGS BANK - CREDIT,other_trans,1,1
2025-12-29,VANTAGE WEST CREDIT UNION,subscription_trans,1,1
2025-12-29,VERIDIAN CREDIT UNION,subscription_trans,1,1
2025-12-29,VYSTAR CREDIT UNION,token_trans,4,4
2025-12-29,WAYNE COUNTY BANK,token_trans,7,0
2025-12-29,WEBBANK,other_trans,1,0
2025-12-29,WEBBANK,token_trans,2,2
2025-12-29,"WELLS FARGO BANK, NATIONAL ASSOCIATION",first_trans,6,3
2025-12-29,"WELLS FARGO BANK, NATIONAL ASSOCIATION",other_trans,4,3
2025-12-29,"WELLS FARGO BANK, NATIONAL ASSOCIATION",subscription_trans,12,5
2025-12-29,"WELLS FARGO BANK, NATIONAL ASSOCIATION",token_trans,96,81
2025-12-29,"WESBANCO BANK, INC.",subscription_trans,1,0
2025-12-29,WESTERN VISTA FEDERAL CREDIT UNION,other_trans,1,1
2025-12-29,WOODFOREST NATIONAL BANK,subscription_trans,1,0
2025-12-29,"WRIGHT-PATT CREDIT UNION, INC.",subscription_trans,1,1
2025-12-30,ALLY BANK,other_trans,1,1
2025-12-30,AMERICA FIRST FEDERAL CREDIT UNION,token_trans,1,1
2025-12-30,AMERICAN 1 CREDIT UNION,token_trans,22,16
2025-12-30,AMERICAN EXPRESS US CONSUMER,first_trans,2,1
2025-12-30,AMERICAN EXPRESS US CONSUMER,other_trans,4,4
2025-12-30,AMERICAN EXPRESS US CONSUMER,subscription_trans,3,2
2025-12-30,AMERICAN EXPRESS US CONSUMER,token_trans,23,23
2025-12-30,AMERIS BANK,subscription_trans,1,0
2025-12-30,ARKANSAS FEDERAL CREDIT UNION,token_trans,2,0
2025-12-30,"ASSOCIATED BANK, N.A.",subscription_trans,2,2
2025-12-30,AXP PREPAID MANAGEMENT COMPANY,subscription_trans,1,0
2025-12-30,BANK 7,first_trans,1,1
2025-12-30,BANK OF AMERICA - CONSUMER CREDIT,subscription_trans,4,3
2025-12-30,BANK OF AMERICA - CONSUMER CREDIT,token_trans,30,20
2025-12-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",first_trans,4,4
2025-12-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",subscription_trans,11,9
2025-12-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",token_trans,27,24
2025-12-30,BANK OF HAWAII,token_trans,1,1
2025-12-30,"BANK OF MISSOURI, THE",other_trans,1,1
2025-12-30,"BANK OF MISSOURI, THE",subscription_trans,1,0
2025-12-30,"BANK OF MISSOURI, THE",token_trans,16,8
2025-12-30,BANK OZK,token_trans,4,4
2025-12-30,BANKERS' BANK OF THE WEST,first_trans,1,1
2025-12-30,BARCLAYS BANK DELAWARE,subscription_trans,5,2
2025-12-30,BARCLAYS BANK DELAWARE,token_trans,20,20
2025-12-30,BLAZE CREDIT UNION,token_trans,3,3
2025-12-30,BMO BANK NATIONAL ASSOCIATION,other_trans,1,1
2025-12-30,BOEING EMPLOYEES CREDIT UNION,subscription_trans,2,2
2025-12-30,CAMPUS FEDERAL CREDIT UNION,token_trans,1,1
2025-12-30,CANVAS CREDIT UNION,subscription_trans,1,0
2025-12-30,"CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION",subscription_trans,1,0
2025-12-30,"CAPITAL ONE, NATIONAL ASSOCIATION",first_trans,4,3
2025-12-30,"CAPITAL ONE, NATIONAL ASSOCIATION",other_trans,5,5
2025-12-30,"CAPITAL ONE, NATIONAL ASSOCIATION",subscription_trans,8,5
2025-12-30,"CAPITAL ONE, NATIONAL ASSOCIATION",token_trans,75,74
2025-12-30,CARD SERVICES FOR CREDIT UNIONS,token_trans,2,2
2025-12-30,CBW BANK,token_trans,1,1
2025-12-30,CELTIC BANK CORPORATION,first_trans,1,0
2025-12-30,CELTIC BANK CORPORATION,token_trans,1,1
2025-12-30,CENTRAL PACIFIC BANK,token_trans,1,1
2025-12-30,"CENTRAL TRUST BANK, THE",other_trans,1,1
2025-12-30,"CENTRAL TRUST BANK, THE",token_trans,1,1
2025-12-30,CHARTWAY FEDERAL CREDIT UNION,first_trans,1,1
2025-12-30,"CHASE BANK USA, N.A.",subscription_trans,1,1
2025-12-30,"CHASE BANK USA, N.A.",token_trans,1,0
2025-12-30,CITIBANK N.A.,first_trans,4,2
2025-12-30,CITIBANK N.A.,subscription_trans,3,2
2025-12-30,CITIBANK N.A.,token_trans,22,18
2025-12-30,"CITIBANK, N.A.- COSTCO",subscription_trans,2,2
2025-12-30,"CITIBANK, N.A.- COSTCO",token_trans,5,5
2025-12-30,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",token_trans,3,3
2025-12-30,CITIZENS BANK OF THE SOUTH,token_trans,1,1
2025-12-30,"CITIZENS BANK, N.A.",other_trans,1,1
2025-12-30,"CITIZENS BANK, N.A.",subscription_trans,1,0
2025-12-30,CITY NATIONAL BANK OF WEST VIRGINIA,first_trans,1,1
2025-12-30,"CNB BANK AND TRUST, N.A.",other_trans,2,2
2025-12-30,COASTAL COMMUNITY BANK,other_trans,1,0
2025-12-30,COASTAL COMMUNITY BANK,subscription_trans,1,1
2025-12-30,COLUMBIA BANK,subscription_trans,1,0
2025-12-30,COMERICA BANK,subscription_trans,1,0
2025-12-30,"COMMERCE BANCSHARES, INC.",other_trans,1,1
2025-12-30,COMMUNITY FEDERAL SAVINGS BANK,first_trans,1,0
2025-12-30,COMMUNITY FEDERAL SAVINGS BANK,other_trans,2,2
2025-12-30,"COMPUTER SERVICES, INC.",first_trans,2,2
2025-12-30,COVANTAGE CREDIT UNION,subscription_trans,1,1
2025-12-30,CREDIT ONE BANK,other_trans,1,1
2025-12-30,CREDIT ONE BANK,token_trans,1,1
2025-12-30,"CREDIT ONE BANK, NATIONAL ASSOCIATION",other_trans,2,2
2025-12-30,"CREDIT ONE BANK, NATIONAL ASSOCIATION",subscription_trans,3,2
2025-12-30,"CREDIT ONE BANK, NATIONAL ASSOCIATION",token_trans,3,1
2025-12-30,"CU COOPERATIVE SYSTEMS, LLC",subscription_trans,1,0
2025-12-30,CUTTING EDGE FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-30,CYPRUS FEDERAL CREDIT UNION,first_trans,1,1
2025-12-30,CYPRUS FEDERAL CREDIT UNION,token_trans,1,1
2025-12-30,DENVER FIRE DEPARTMENT FEDERAL CREDIT UNION,other_trans,2,2
2025-12-30,DISCOVER ISSUER,first_trans,4,2
2025-12-30,DISCOVER ISSUER,other_trans,1,1
2025-12-30,DISCOVER ISSUER,subscription_trans,2,1
2025-12-30,DISCOVER ISSUER,token_trans,23,21
2025-12-30,ENT CREDIT UNION,first_trans,1,1
2025-12-30,ENT CREDIT UNION,token_trans,2,2
2025-12-30,EVANSVILLE TEACHERS FEDERAL CREDIT UNION,first_trans,1,1
2025-12-30,EVOLVE BANK & TRUST,subscription_trans,1,0
2025-12-30,FAIRWINDS CREDIT UNION,first_trans,2,1
2025-12-30,FAIRWINDS CREDIT UNION,token_trans,3,3
2025-12-30,"FIDELITY INFORMATION SERVICES, INC.",subscription_trans,3,1
2025-12-30,"FIDELITY INFORMATION SERVICES, INC.",token_trans,1,1
2025-12-30,"FIFTH THIRD BANK, THE",subscription_trans,2,1
2025-12-30,"FIFTH THIRD BANK, THE",token_trans,5,5
2025-12-30,FINANCIAL CENTER FIRST CREDIT UNION,first_trans,1,1
2025-12-30,FIRST BANK & TRUST,subscription_trans,1,1
2025-12-30,FIRST CAROLINA BANK,first_trans,1,1
2025-12-30,FIRST COMMUNITY CREDIT UNION,token_trans,1,1
2025-12-30,FIRST NATIONAL BANK,token_trans,1,1
2025-12-30,FIRST NATIONAL BANK & TRUST COMPANY,token_trans,1,1
2025-12-30,FIRST NATIONAL BANK OF OMAHA,subscription_trans,1,0
2025-12-30,FIRST NATIONAL BANK OF OMAHA,token_trans,5,5
2025-12-30,FIRST TECHNOLOGY FEDERAL CREDIT UNION,token_trans,1,1
2025-12-30,"FISERV SOLUTIONS, LLC",first_trans,3,0
2025-12-30,"FISERV SOLUTIONS, LLC",subscription_trans,1,0
2025-12-30,"FLAGSTAR BANK, NATIONAL ASSOCIATION",other_trans,1,0
2025-12-30,"FNB BANK, INC.",token_trans,3,3
2025-12-30,FORT LIBERTY FEDERAL CREDIT UNION,other_trans,5,4
2025-12-30,"FULTON BANK, NATIONAL ASSOCIATION",token_trans,2,2
2025-12-30,GOLDMAN SACHS BANK USA,other_trans,5,4
2025-12-30,GOLDMAN SACHS BANK USA,subscription_trans,5,0
2025-12-30,GOLDMAN SACHS BANK USA,token_trans,5,4
2025-12-30,GRANITE FEDERAL CREDIT UNION,first_trans,1,1
2025-12-30,GRANITE FEDERAL CREDIT UNION,other_trans,1,1
2025-12-30,GREATER TEXAS FEDERAL CREDIT UNION,token_trans,1,1
2025-12-30,GREEN DOT BANK,subscription_trans,1,0
2025-12-30,GREEN DOT BANK DBA BONNEVILLE BANK,first_trans,5,1
2025-12-30,GREEN DOT BANK DBA BONNEVILLE BANK,other_trans,1,1
2025-12-30,GREEN DOT BANK DBA BONNEVILLE BANK,subscription_trans,2,1
2025-12-30,GREEN DOT BANK DBA BONNEVILLE BANK,token_trans,1,1
2025-12-30,HANCOCK WHITNEY BANK,token_trans,1,1
2025-12-30,HARBORSTONE CREDIT UNION,token_trans,5,3
2025-12-30,HENDERSON STATE BANK,first_trans,1,1
2025-12-30,HONDA FEDERAL CREDIT UNION,token_trans,1,0
2025-12-30,HUNTINGTON NATIONAL BANK,subscription_trans,2,0
2025-12-30,JACK HENRY & ASSOCIATES,first_trans,1,1
2025-12-30,JACK HENRY & ASSOCIATES,other_trans,1,0
2025-12-30,JACK HENRY & ASSOCIATES,token_trans,3,3
2025-12-30,JPMORGAN CHASE BANK N.A.,first_trans,4,2
2025-12-30,JPMORGAN CHASE BANK N.A.,other_trans,1,0
2025-12-30,JPMORGAN CHASE BANK N.A.,subscription_trans,8,6
2025-12-30,JPMORGAN CHASE BANK N.A.,token_trans,84,84
2025-12-30,JPMORGAN CHASE BANK N.A. - DEBIT,first_trans,3,1
2025-12-30,JPMORGAN CHASE BANK N.A. - DEBIT,other_trans,2,2
2025-12-30,JPMORGAN CHASE BANK N.A. - DEBIT,subscription_trans,10,7
2025-12-30,JPMORGAN CHASE BANK N.A. - DEBIT,token_trans,15,15
2025-12-30,KEYBANK NATIONAL ASSOCIATION,subscription_trans,1,0
2025-12-30,KEYBANK NATIONAL ASSOCIATION,token_trans,17,17
2025-12-30,LAKE MICHIGAN CREDIT UNION,subscription_trans,1,0
2025-12-30,LIBERTY BANK,token_trans,2,2
2025-12-30,LOCAL GOVERNMENT FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-30,M&T BANK,subscription_trans,3,0
2025-12-30,MAC FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-30,MAX CREDIT UNION,subscription_trans,1,1
2025-12-30,MEMBERS FIRST CREDIT UNION,subscription_trans,1,0
2025-12-30,MERRICK BANK CORPORATION,first_trans,1,0
2025-12-30,MIDSOUTH COMMUNITY FEDERAL CREDIT UNION,first_trans,1,0
2025-12-30,NAVY FEDERAL CREDIT UNION,first_trans,1,1
2025-12-30,NAVY FEDERAL CREDIT UNION,other_trans,1,1
2025-12-30,NAVY FEDERAL CREDIT UNION,subscription_trans,4,1
2025-12-30,NAVY FEDERAL CREDIT UNION,token_trans,7,7
2025-12-30,NBH BANK,subscription_trans,1,0
2025-12-30,NEEDHAM BANK,subscription_trans,1,1
2025-12-30,NET FEDERAL CREDIT UNION,other_trans,1,0
2025-12-30,OLD NATIONAL BANK,token_trans,5,0
2025-12-30,OREGON COMMUNITY CREDIT UNION,subscription_trans,1,1
2025-12-30,"PATHWARD, NATIONAL ASSOCIATION",subscription_trans,1,0
2025-12-30,PEOPLES BANK,token_trans,1,0
2025-12-30,PIERMONT BANK,other_trans,1,1
2025-12-30,"PNC BANK, GLOBAL INVESTMENT SERVICING",token_trans,1,1
2025-12-30,"PNC BANK, NATIONAL ASSOCIATION",first_trans,1,1
2025-12-30,"PNC BANK, NATIONAL ASSOCIATION",other_trans,1,1
2025-12-30,"PNC BANK, NATIONAL ASSOCIATION",subscription_trans,1,1
2025-12-30,"PNC BANK, NATIONAL ASSOCIATION",token_trans,6,6
2025-12-30,"PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT",first_trans,1,1
2025-12-30,"PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT",token_trans,3,0
2025-12-30,POLAM FEDERAL CREDIT UNION,token_trans,1,0
2025-12-30,PREMIER MEMBERS CREDIT UNION,token_trans,1,1
2025-12-30,PSCU INCORPORATED,first_trans,2,1
2025-12-30,PSCU INCORPORATED,other_trans,1,1
2025-12-30,PSCU INCORPORATED,subscription_trans,1,0
2025-12-30,QNB BANK,subscription_trans,1,0
2025-12-30,RANDOLPH BROOKS FEDERAL CREDIT UNION,token_trans,1,1
2025-12-30,RBC BANK (USA),other_trans,1,1
2025-12-30,REDSTONE FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-30,REDWOOD CREDIT UNION,first_trans,1,1
2025-12-30,REGIONS BANK,subscription_trans,2,0
2025-12-30,RIZE FEDERAL CREDIT UNION,token_trans,1,1
2025-12-30,RKGOBIG LLC,subscription_trans,1,0
2025-12-30,ROCKLAND TRUST COMPANY,token_trans,2,2
2025-12-30,ROGUE CREDIT UNION,subscription_trans,1,1
2025-12-30,ROGUE CREDIT UNION,token_trans,1,0
2025-12-30,ROYAL CREDIT UNION,subscription_trans,2,2
2025-12-30,SAFE CREDIT UNION,subscription_trans,1,0
2025-12-30,"SANTANDER BANK, NA",token_trans,1,1
2025-12-30,SCHOOLSFIRST FEDERAL CREDIT UNION,first_trans,1,1
2025-12-30,SCHOOLSFIRST FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-30,SIMMONS BANK,token_trans,12,9
2025-12-30,SOUND COMMUNITY BANK,token_trans,1,1
2025-12-30,SOUND CREDIT UNION,first_trans,1,1
2025-12-30,SOUND CREDIT UNION,subscription_trans,1,1
2025-12-30,SPOKANE TEACHERS CREDIT UNION,other_trans,2,0
2025-12-30,SPOKANE TEACHERS CREDIT UNION,token_trans,2,0
2025-12-30,STANFORD FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-30,STATE EMPLOYEES' CREDIT UNION,token_trans,2,2
2025-12-30,STREATOR ONIZED CREDIT UNION,subscription_trans,1,1
2025-12-30,"STRIDE BANK, NATIONAL ASSOCIATION",first_trans,4,3
2025-12-30,"STRIDE BANK, NATIONAL ASSOCIATION",subscription_trans,1,0
2025-12-30,"STRIDE BANK, NATIONAL ASSOCIATION",token_trans,3,1
2025-12-30,SUNCOAST CREDIT UNION,other_trans,3,0
2025-12-30,SUNCOAST CREDIT UNION,subscription_trans,2,1
2025-12-30,SUNCOAST CREDIT UNION,token_trans,2,2
2025-12-30,SUTTON BANK,first_trans,3,2
2025-12-30,SYNCHRONY BANK,first_trans,1,0
2025-12-30,SYNCHRONY BANK,subscription_trans,2,1
2025-12-30,SYNCHRONY BANK,token_trans,1,1
2025-12-30,"TBBK CARD SERVICES, INC.",first_trans,1,1
2025-12-30,"TBBK CARD SERVICES, INC.",other_trans,1,1
2025-12-30,TD BANK USA NORDSTROM,token_trans,3,3
2025-12-30,"TD BANK USA, N.A.",first_trans,1,1
2025-12-30,"TD BANK, NATIONAL ASSOCIATION",subscription_trans,2,1
2025-12-30,"TD BANK, NATIONAL ASSOCIATION",token_trans,6,6
2025-12-30,TEACHERS FEDERAL CREDIT UNION,subscription_trans,1,0
2025-12-30,THE BANCORP BANK NATIONAL ASSOCIATION,other_trans,1,0
2025-12-30,THE BANCORP BANK NATIONAL ASSOCIATION,token_trans,2,2
2025-12-30,"THE BANCORP BANK, NATIONAL ASSOCIATION",first_trans,5,5
2025-12-30,"THE BANCORP BANK, NATIONAL ASSOCIATION",other_trans,9,8
2025-12-30,"THE BANCORP BANK, NATIONAL ASSOCIATION",subscription_trans,3,3
2025-12-30,"THE BANCORP BANK, NATIONAL ASSOCIATION",token_trans,6,4
2025-12-30,THE BANK OF HERRIN,subscription_trans,1,0
2025-12-30,THE GOLDEN 1 CREDIT UNION,first_trans,1,1
2025-12-30,THE GOLDEN 1 CREDIT UNION,other_trans,3,0
2025-12-30,THE GOLDEN 1 CREDIT UNION,token_trans,2,0
2025-12-30,THE NATIONAL BANK OF INDIANAPOLIS,token_trans,3,2
2025-12-30,THE PARK NATIONAL BANK,token_trans,1,1
2025-12-30,THE SOUTHERN CREDIT UNION,token_trans,6,6
2025-12-30,TINKER FEDERAL CREDIT UNION,subscription_trans,1,1
2025-12-30,"TRANSPORTATION ALLIANCE BANK, INC. D/B/A TAB BANK",subscription_trans,1,0
2025-12-30,"TRANSPORTATION ALLIANCE BANK, INC. D/B/A TAB BANK",token_trans,3,1
2025-12-30,TRI COUNTIES BANK,first_trans,1,1
2025-12-30,TRI COUNTIES BANK,token_trans,3,1
2025-12-30,TRUIST BANK,other_trans,2,2
2025-12-30,TRUIST BANK,subscription_trans,3,2
2025-12-30,TRUIST BANK,token_trans,6,6
2025-12-30,TRUIST BANK - CREDIT,subscription_trans,1,0
2025-12-30,TRUIST BANK - CREDIT,token_trans,1,1
2025-12-30,TRUWEST CREDIT UNION,subscription_trans,1,0
2025-12-30,U.S. BANK NATIONAL ASSOCIATION,first_trans,2,1
2025-12-30,U.S. BANK NATIONAL ASSOCIATION,other_trans,2,0
2025-12-30,U.S. BANK NATIONAL ASSOCIATION,subscription_trans,1,1
2025-12-30,U.S. BANK NATIONAL ASSOCIATION,token_trans,14,12
2025-12-30,U.S. BANK NATIONAL ASSOCIATION-CREDIT,first_trans,4,3
2025-12-30,U.S. BANK NATIONAL ASSOCIATION-CREDIT,other_trans,2,2
2025-12-30,U.S. BANK NATIONAL ASSOCIATION-CREDIT,token_trans,11,6
2025-12-30,UNITED HERITAGE CREDIT UNION,token_trans,2,2
2025-12-30,USAA FEDERAL SAVINGS BANK,other_trans,1,1
2025-12-30,USAA FEDERAL SAVINGS BANK - CREDIT,first_trans,2,2
2025-12-30,USAA FEDERAL SAVINGS BANK - CREDIT,token_trans,11,10
2025-12-30,VANTAGE WEST CREDIT UNION,subscription_trans,1,0
2025-12-30,"VIRGINIA CREDIT UNION, INC.",other_trans,1,1
2025-12-30,VYSTAR CREDIT UNION,first_trans,1,1
2025-12-30,VYSTAR CREDIT UNION,other_trans,1,0
2025-12-30,VYSTAR CREDIT UNION,token_trans,11,10
2025-12-30,WAYNE COUNTY BANK,token_trans,2,2
2025-12-30,"WELLS FARGO BANK, N.A.",subscription_trans,1,1
2025-12-30,"WELLS FARGO BANK, NATIONAL ASSOCIATION",first_trans,3,3
2025-12-30,"WELLS FARGO BANK, NATIONAL ASSOCIATION",other_trans,2,2
2025-12-30,"WELLS FARGO BANK, NATIONAL ASSOCIATION",subscription_trans,11,3
